H_name,H_price,H_rating,location,R_name,R_rating
The Kings Park Grand,3773,3.5,Chennai,Sunset Grill,5.0
The Kings Park Grand,3773,3.5,Chennai,The Cheroot Malt Cigar Lounge,4.5
The Kings Park Grand,3773,3.5,Chennai,The Residency,4.5
The Kings Park Grand,3773,3.5,Chennai,Cappuccino,4.5
The Kings Park Grand,3773,3.5,Chennai,Oasis Radisson Blu Hotel Chennai City Centre,4.5
The Kings Park Grand,3773,3.5,Chennai,Peshawri,5.0
The Kings Park Grand,3773,3.5,Chennai,Royal Vega,4.5
The Kings Park Grand,3773,3.5,Chennai,Madras Pavilion,4.5
The Kings Park Grand,3773,3.5,Chennai,Dakshin,5.0
The Kings Park Grand,3773,3.5,Chennai,Pan Asian,4.5
The Kings Park Grand,3773,3.5,Chennai,Cafe Mercara Express,4.5
The Kings Park Grand,3773,3.5,Chennai,Ottimo Cucina Italiana,4.5
The Kings Park Grand,3773,3.5,Chennai,Broken Bridge Cafe Indian Restaurant by Radioroom,4.5
The Kings Park Grand,3773,3.5,Chennai,Southern Spice,4.5
The Kings Park Grand,3773,3.5,Chennai,The Flying Elephant,4.5
The Kings Park Grand,3773,3.5,Chennai,Rhapsody,5.0
The Kings Park Grand,3773,3.5,Chennai,MKC Madras Kitchen Company,4.5
The Kings Park Grand,3773,3.5,Chennai,The Marina,4.5
The Kings Park Grand,3773,3.5,Chennai,Annalakshmi Restaurant,4.5
The Kings Park Grand,3773,3.5,Chennai,Up North,4.5
The Kings Park Grand,3773,3.5,Chennai,Shabu Shabu San Bettei Hanare,5.0
The Kings Park Grand,3773,3.5,Chennai,The Reef,5.0
The Kings Park Grand,3773,3.5,Chennai,C Salt,5.0
The Kings Park Grand,3773,3.5,Chennai,Avartana,5.0
The Kings Park Grand,3773,3.5,Chennai,Willows Lounge Bar,5.0
The Kings Park Grand,3773,3.5,Chennai,Winchester Bar,5.0
The Kings Park Grand,3773,3.5,Chennai,Seasonal Tastes,4.5
The Kings Park Grand,3773,3.5,Chennai,The Great Kabab Factory,5.0
The Kings Park Grand,3773,3.5,Chennai,Cafe G,4.5
The Kings Park Grand,3773,3.5,Chennai,Paprika Cafe,5.0
The Kings Park Grand,3773,3.5,Chennai,Sunset Grill,5.0
The Kings Park Grand,3773,3.5,Chennai,The Cheroot Malt Cigar Lounge,4.5
The Kings Park Grand,3773,3.5,Chennai,The Residency,4.5
The Kings Park Grand,3773,3.5,Chennai,Cappuccino,4.5
The Kings Park Grand,3773,3.5,Chennai,Oasis Radisson Blu Hotel Chennai City Centre,4.5
The Kings Park Grand,3773,3.5,Chennai,Peshawri,5.0
The Kings Park Grand,3773,3.5,Chennai,Royal Vega,4.5
The Kings Park Grand,3773,3.5,Chennai,Madras Pavilion,4.5
The Kings Park Grand,3773,3.5,Chennai,Dakshin,5.0
The Kings Park Grand,3773,3.5,Chennai,Pan Asian,4.5
The Kings Park Grand,3773,3.5,Chennai,Cafe Mercara Express,4.5
The Kings Park Grand,3773,3.5,Chennai,Ottimo Cucina Italiana,4.5
The Kings Park Grand,3773,3.5,Chennai,Broken Bridge Cafe Indian Restaurant by Radioroom,4.5
The Kings Park Grand,3773,3.5,Chennai,Southern Spice,4.5
The Kings Park Grand,3773,3.5,Chennai,The Flying Elephant,4.5
The Kings Park Grand,3773,3.5,Chennai,Rhapsody,5.0
The Kings Park Grand,3773,3.5,Chennai,MKC Madras Kitchen Company,4.5
The Kings Park Grand,3773,3.5,Chennai,The Marina,4.5
The Kings Park Grand,3773,3.5,Chennai,Annalakshmi Restaurant,4.5
The Kings Park Grand,3773,3.5,Chennai,Up North,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Shabu Shabu San Bettei Hanare,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Reef,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,C Salt,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Avartana,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Willows Lounge Bar,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Winchester Bar,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Seasonal Tastes,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Great Kabab Factory,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cafe G,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Paprika Cafe,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Sunset Grill,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Cheroot Malt Cigar Lounge,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Residency,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cappuccino,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Oasis Radisson Blu Hotel Chennai City Centre,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Peshawri,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Royal Vega,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Madras Pavilion,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Dakshin,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Pan Asian,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cafe Mercara Express,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Ottimo Cucina Italiana,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Broken Bridge Cafe Indian Restaurant by Radioroom,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Southern Spice,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Flying Elephant,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Rhapsody,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,MKC Madras Kitchen Company,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Marina,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Annalakshmi Restaurant,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Up North,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Shabu Shabu San Bettei Hanare,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Reef,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,C Salt,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Avartana,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Willows Lounge Bar,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Winchester Bar,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Seasonal Tastes,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Great Kabab Factory,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cafe G,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Paprika Cafe,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Sunset Grill,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Cheroot Malt Cigar Lounge,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Residency,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cappuccino,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Oasis Radisson Blu Hotel Chennai City Centre,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Peshawri,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Royal Vega,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Madras Pavilion,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Dakshin,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Pan Asian,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Cafe Mercara Express,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Ottimo Cucina Italiana,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Broken Bridge Cafe Indian Restaurant by Radioroom,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Southern Spice,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Flying Elephant,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Rhapsody,5.0
The Raintree Hotel Anna Salai,7838,4.5,Chennai,MKC Madras Kitchen Company,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,The Marina,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Annalakshmi Restaurant,4.5
The Raintree Hotel Anna Salai,7838,4.5,Chennai,Up North,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Restaurant,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Hide Out Cafe,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Wake and Bake,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Corner Cafe,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Simla Times,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Himachali Rasoi,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Sol,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Eighteen Cookhouse Bar,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Central,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Brew Estate Shimla,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Under Tree,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Sita Ram And Sons,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Goofa Ashiana Restaurant,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Hotel Combermere,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The EBR Cafe kitchen,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Devicos,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Moti Mahal Delux Restaurant,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,La Pinoz Pizza,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Tripti Restaurant,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Sher E Punjab,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Auntys Kitchen,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Amayaa,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Alfa Restaurant,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Scandal Delights,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,PizzaDotCom Shimla,5.0
Snow Valley Heights,5022,5.0,Shimla,The Restaurant,4.5
Snow Valley Heights,5022,5.0,Shimla,Hide Out Cafe,4.5
Snow Valley Heights,5022,5.0,Shimla,Wake and Bake,4.5
Snow Valley Heights,5022,5.0,Shimla,The Corner Cafe,5.0
Snow Valley Heights,5022,5.0,Shimla,Cafe Simla Times,4.5
Snow Valley Heights,5022,5.0,Shimla,Himachali Rasoi,4.5
Snow Valley Heights,5022,5.0,Shimla,Cafe Sol,4.0
Snow Valley Heights,5022,5.0,Shimla,Eighteen Cookhouse Bar,4.5
Snow Valley Heights,5022,5.0,Shimla,The Central,4.5
Snow Valley Heights,5022,5.0,Shimla,The Brew Estate Shimla,4.5
Snow Valley Heights,5022,5.0,Shimla,Cafe Under Tree,4.5
Snow Valley Heights,5022,5.0,Shimla,Sita Ram And Sons,4.5
Snow Valley Heights,5022,5.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Snow Valley Heights,5022,5.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Snow Valley Heights,5022,5.0,Shimla,Goofa Ashiana Restaurant,3.5
Snow Valley Heights,5022,5.0,Shimla,Hotel Combermere,4.0
Snow Valley Heights,5022,5.0,Shimla,The EBR Cafe kitchen,5.0
Snow Valley Heights,5022,5.0,Shimla,The Devicos,4.0
Snow Valley Heights,5022,5.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Snow Valley Heights,5022,5.0,Shimla,Moti Mahal Delux Restaurant,4.5
Snow Valley Heights,5022,5.0,Shimla,La Pinoz Pizza,4.0
Snow Valley Heights,5022,5.0,Shimla,Tripti Restaurant,4.0
Snow Valley Heights,5022,5.0,Shimla,Sher E Punjab,3.5
Snow Valley Heights,5022,5.0,Shimla,Auntys Kitchen,4.0
Snow Valley Heights,5022,5.0,Shimla,Cafe,4.5
Snow Valley Heights,5022,5.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Snow Valley Heights,5022,5.0,Shimla,Amayaa,5.0
Snow Valley Heights,5022,5.0,Shimla,Alfa Restaurant,3.5
Snow Valley Heights,5022,5.0,Shimla,Scandal Delights,4.0
Snow Valley Heights,5022,5.0,Shimla,PizzaDotCom Shimla,5.0
Larisa Shimla,6048,5.0,Shimla,The Restaurant,4.5
Larisa Shimla,6048,5.0,Shimla,Hide Out Cafe,4.5
Larisa Shimla,6048,5.0,Shimla,Wake and Bake,4.5
Larisa Shimla,6048,5.0,Shimla,The Corner Cafe,5.0
Larisa Shimla,6048,5.0,Shimla,Cafe Simla Times,4.5
Larisa Shimla,6048,5.0,Shimla,Himachali Rasoi,4.5
Larisa Shimla,6048,5.0,Shimla,Cafe Sol,4.0
Larisa Shimla,6048,5.0,Shimla,Eighteen Cookhouse Bar,4.5
Larisa Shimla,6048,5.0,Shimla,The Central,4.5
Larisa Shimla,6048,5.0,Shimla,The Brew Estate Shimla,4.5
Larisa Shimla,6048,5.0,Shimla,Cafe Under Tree,4.5
Larisa Shimla,6048,5.0,Shimla,Sita Ram And Sons,4.5
Larisa Shimla,6048,5.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Larisa Shimla,6048,5.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Larisa Shimla,6048,5.0,Shimla,Goofa Ashiana Restaurant,3.5
Larisa Shimla,6048,5.0,Shimla,Hotel Combermere,4.0
Larisa Shimla,6048,5.0,Shimla,The EBR Cafe kitchen,5.0
Larisa Shimla,6048,5.0,Shimla,The Devicos,4.0
Larisa Shimla,6048,5.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Larisa Shimla,6048,5.0,Shimla,Moti Mahal Delux Restaurant,4.5
Larisa Shimla,6048,5.0,Shimla,La Pinoz Pizza,4.0
Larisa Shimla,6048,5.0,Shimla,Tripti Restaurant,4.0
Larisa Shimla,6048,5.0,Shimla,Sher E Punjab,3.5
Larisa Shimla,6048,5.0,Shimla,Auntys Kitchen,4.0
Larisa Shimla,6048,5.0,Shimla,Cafe,4.5
Larisa Shimla,6048,5.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Larisa Shimla,6048,5.0,Shimla,Amayaa,5.0
Larisa Shimla,6048,5.0,Shimla,Alfa Restaurant,3.5
Larisa Shimla,6048,5.0,Shimla,Scandal Delights,4.0
Larisa Shimla,6048,5.0,Shimla,PizzaDotCom Shimla,5.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Restaurant,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Hide Out Cafe,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Wake and Bake,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Corner Cafe,5.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Cafe Simla Times,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Himachali Rasoi,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Cafe Sol,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Eighteen Cookhouse Bar,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Central,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Brew Estate Shimla,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Cafe Under Tree,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Sita Ram And Sons,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Goofa Ashiana Restaurant,3.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Hotel Combermere,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,The EBR Cafe kitchen,5.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,The Devicos,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Moti Mahal Delux Restaurant,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,La Pinoz Pizza,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Tripti Restaurant,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Sher E Punjab,3.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Auntys Kitchen,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Cafe,4.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Amayaa,5.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,Alfa Restaurant,3.5
The Oberoi Cecil Shimla,15340,5.0,Shimla,Scandal Delights,4.0
The Oberoi Cecil Shimla,15340,5.0,Shimla,PizzaDotCom Shimla,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Restaurant,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Hide Out Cafe,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Wake and Bake,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Corner Cafe,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Simla Times,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Himachali Rasoi,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Sol,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Eighteen Cookhouse Bar,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Central,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Brew Estate Shimla,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe Under Tree,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Sita Ram And Sons,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Goofa Ashiana Restaurant,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Hotel Combermere,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The EBR Cafe kitchen,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,The Devicos,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Moti Mahal Delux Restaurant,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,La Pinoz Pizza,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Tripti Restaurant,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Sher E Punjab,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Auntys Kitchen,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Cafe,4.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Amayaa,5.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Alfa Restaurant,3.5
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,Scandal Delights,4.0
Welcomhotel By ITC Hotels Shimla,12980,5.0,Shimla,PizzaDotCom Shimla,5.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Restaurant,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Hide Out Cafe,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Wake and Bake,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Corner Cafe,5.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Cafe Simla Times,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Himachali Rasoi,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Cafe Sol,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Eighteen Cookhouse Bar,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Central,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Brew Estate Shimla,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Cafe Under Tree,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Sita Ram And Sons,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Goofa Ashiana Restaurant,3.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Hotel Combermere,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The EBR Cafe kitchen,5.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,The Devicos,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Moti Mahal Delux Restaurant,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,La Pinoz Pizza,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Tripti Restaurant,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Sher E Punjab,3.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Auntys Kitchen,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Cafe,4.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Amayaa,5.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Alfa Restaurant,3.5
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,Scandal Delights,4.0
Marigold Sarovar Portico Shimla,4367,4.5,Shimla,PizzaDotCom Shimla,5.0
Radisson Jass Shimla,10030,4.0,Shimla,The Restaurant,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Hide Out Cafe,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Wake and Bake,4.5
Radisson Jass Shimla,10030,4.0,Shimla,The Corner Cafe,5.0
Radisson Jass Shimla,10030,4.0,Shimla,Cafe Simla Times,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Himachali Rasoi,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Cafe Sol,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Eighteen Cookhouse Bar,4.5
Radisson Jass Shimla,10030,4.0,Shimla,The Central,4.5
Radisson Jass Shimla,10030,4.0,Shimla,The Brew Estate Shimla,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Cafe Under Tree,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Sita Ram And Sons,4.5
Radisson Jass Shimla,10030,4.0,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Goofa Ashiana Restaurant,3.5
Radisson Jass Shimla,10030,4.0,Shimla,Hotel Combermere,4.0
Radisson Jass Shimla,10030,4.0,Shimla,The EBR Cafe kitchen,5.0
Radisson Jass Shimla,10030,4.0,Shimla,The Devicos,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Moti Mahal Delux Restaurant,4.5
Radisson Jass Shimla,10030,4.0,Shimla,La Pinoz Pizza,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Tripti Restaurant,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Sher E Punjab,3.5
Radisson Jass Shimla,10030,4.0,Shimla,Auntys Kitchen,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Cafe,4.5
Radisson Jass Shimla,10030,4.0,Shimla,Bombay Bites BSquare Veg Nonveg Restaurant,4.0
Radisson Jass Shimla,10030,4.0,Shimla,Amayaa,5.0
Radisson Jass Shimla,10030,4.0,Shimla,Alfa Restaurant,3.5
Radisson Jass Shimla,10030,4.0,Shimla,Scandal Delights,4.0
Radisson Jass Shimla,10030,4.0,Shimla,PizzaDotCom Shimla,5.0
Snow Valley Resorts,4659,4.5,Shimla,The Restaurant,4.5
Snow Valley Resorts,4659,4.5,Shimla,Hide Out Cafe,4.5
Snow Valley Resorts,4659,4.5,Shimla,Wake and Bake,4.5
Snow Valley Resorts,4659,4.5,Shimla,The Corner Cafe,5.0
Snow Valley Resorts,4659,4.5,Shimla,Cafe Simla Times,4.5
Snow Valley Resorts,4659,4.5,Shimla,Himachali Rasoi,4.5
Snow Valley Resorts,4659,4.5,Shimla,Cafe Sol,4.0
Snow Valley Resorts,4659,4.5,Shimla,Eighteen Cookhouse Bar,4.5
Snow Valley Resorts,4659,4.5,Shimla,The Central,4.5
Snow Valley Resorts,4659,4.5,Shimla,The Brew Estate Shimla,4.5
Snow Valley Resorts,4659,4.5,Shimla,Cafe Under Tree,4.5
Snow Valley Resorts,4659,4.5,Shimla,Sita Ram And Sons,4.5
Snow Valley Resorts,4659,4.5,Shimla,The Restaurant at the Oberoi Wildflower Hall,4.5
Snow Valley Resorts,4659,4.5,Shimla,Guptajees Vsishnav Bhojnalaya,4.0
Snow Valley Resorts,4659,4.5,Shimla,Goofa Ashiana Restaurant,3.5
Snow Valley Resorts,4659,4.5,Shimla,Hotel Combermere,4.0
Snow Valley Resorts,4659,4.5,Shimla,The EBR Cafe kitchen,5.0
Snow Valley Resorts,4659,4.5,Shimla,The Devicos,4.0
Snow Valley Resorts,4659,4.5,Shimla,Skybar Rooftop Bar Herbal Hookah Lounge,4.5
Snow Valley Resorts,4659,4.5,Shimla,Moti Mahal Delux Restaurant,4.5
